X,Y,Z,X.1,Y.1,Z.1,X.2,Y.2,Z.2,X.3,Y.3,Z.3,X.4,Y.4,Z.4,X.5,Y.5,Z.5,X.6,Y.6,Z.6,X.7,Y.7,Z.7,X.8,Y.8,Z.8,X.9,Y.9,Z.9,X.10,Y.10,Z.10,X.11,Y.11,Z.11,X.12,Y.12,Z.12,X.13,Y.13,Z.13,X.14,Y.14,Z.14,X.15,Y.15,Z.15,X.16,Y.16,Z.16,X.17,Y.17,Z.17,X.18,Y.18,Z.18,X.19,Y.19,Z.19,X.20,Y.20,Z.20,X.21,Y.21,Z.21,X.22,Y.22,Z.22,X.23,Y.23,Z.23,X.24,Y.24,Z.24,X.25,Y.25,Z.25,X.26,Y.26,Z.26,X.27,Y.27,Z.27,X.28,Y.28,Z.28,X.29,Y.29,Z.29,X.30,Y.30,Z.30,X.31,Y.31,Z.31,X.32,Y.32,Z.32,X.33,Y.33,Z.33,X.34,Y.34,Z.34,X.35,Y.35,Z.35,X.36,Y.36,Z.36,X.37,Y.37,Z.37,X.38,Y.38,Z.38,X.39,Y.39,Z.39,X.40,Y.40,Z.40,X.41,Y.41,Z.41,X.42,Y.42,Z.42,X.43,Y.43,Z.43,X.44,Y.44,Z.44,X.45,Y.45,Z.45,X.46,Y.46,Z.46,X.47,Y.47,Z.47,X.48,Y.48,Z.48,X.49,Y.49,Z.49,X.50,Y.50,Z.50,X.51,Y.51,Z.51,X.52,Y.52,Z.52,X.53,Y.53,Z.53,X.54,Y.54,Z.54,X.55,Y.55,Z.55,X.56,Y.56,Z.56,X.57,Y.57,Z.57,X.58,Y.58,Z.58,X.59,Y.59,Z.59,X.60,Y.60,Z.60,X.61,Y.61,Z.61,X.62,Y.62,Z.62,X.63,Y.63,Z.63,X.64,Y.64,Z.64,X.65,Y.65,Z.65,X.66,Y.66,Z.66,X.67,Y.67,Z.67,X.68,Y.68,Z.68,X.69,Y.69,Z.69,X.70,Y.70,Z.70,X.71,Y.71,Z.71,X.72,Y.72,Z.72,X.73,Y.73,Z.73,X.74,Y.74,Z.74,X.75,Y.75,Z.75,X.76,Y.76,Z.76,X.77,Y.77,Z.77,X.78,Y.78,Z.78,X.79,Y.79,Z.79,X.80,Y.80,Z.80,X.81,Y.81,Z.81,X.82,Y.82,Z.82,X.83,Y.83,Z.83,X.84,Y.84,Z.84,X.85,Y.85,Z.85,X.86,Y.86,Z.86,X.87,Y.87,Z.87,X.88,Y.88,Z.88
-0.322589,0.627048,0.050483,-0.350756,0.608637,0.102237,-0.383595,0.593067,0.148014,-0.393992,0.587572,0.200538,-0.392811,0.594656,0.259691,-0.372194,0.60864,0.306531,-0.354742,0.625731,0.356912,-0.359326,0.581413,0.058595,-0.390178,0.555372,0.130262,-0.408852,0.541639,0.20077,-0.403162,0.558414,0.280257,-0.393729,0.578321,0.348764,-0.393894,0.51133,0.08764,-0.411778,0.512551,0.322918,-0.338882,0.431252,0.054192,-0.409695,0.435799,0.116851,-0.406794,0.450788,0.201111,-0.420724,0.435139,0.279577,-0.365412,0.431199,0.351027,-0.326078,0.403761,0.058328,-0.392553,0.410667,0.110828,-0.405658,0.428234,0.201683,-0.404713,0.409766,0.288995,-0.35254,0.405499,0.348876,-0.399003,0.37725,0.130097,-0.405813,0.410822,0.20317,-0.405422,0.373291,0.274009,-0.354063,0.339098,0.08243,-0.416541,0.327044,0.128644,-0.419586,0.353057,0.201374,-0.422017,0.326956,0.266902,-0.36862,0.33508,0.318939,-0.297351,0.285099,0.043651,-0.396769,0.278842,0.093249,-0.435881,0.275285,0.198708,-0.401852,0.279677,0.310514,-0.313414,0.27846,0.36536,-0.295967,0.231898,0.03118,-0.389866,0.217093,0.091406,-0.440073,0.225914,0.191967,-0.393869,0.218081,0.312409,-0.314637,0.228098,0.371526,-0.294315,0.615218,0.394366,-0.264128,0.64541,0.308801,-0.255059,0.661334,0.214956,-0.241814,0.642955,0.101495,-0.255278,0.617092,0.026496,-0.253962,0.546051,0.394098,-0.215487,0.573139,0.30389,-0.213928,0.579551,0.21763,-0.189554,0.572819,0.116567,-0.215931,0.55348,0.03358,-0.212492,0.521347,0.344115,-0.181619,0.528114,0.091654,-0.26314,0.440647,0.391975,-0.210986,0.463305,0.344511,-0.187886,0.480068,0.284725,-0.18289,0.489147,0.220809,-0.169471,0.485561,0.149398,-0.185922,0.46558,0.078598,-0.246766,0.435659,0.021912,-0.258727,0.406995,0.382341,-0.203515,0.430343,0.336443,-0.180928,0.446142,0.281122,-0.176115,0.452376,0.220046,-0.164537,0.447783,0.15066,-0.182674,0.430594,0.083958,-0.243947,0.39985,0.033724,-0.236272,0.34165,0.36709,-0.192851,0.350753,0.32027,-0.167737,0.363669,0.271007,-0.168789,0.360533,0.213974,-0.157418,0.367301,0.152745,-0.180143,0.356773,0.096027,-0.227779,0.337708,0.043692,-0.219827,0.272824,0.382383,-0.176451,0.275939,0.324209,-0.162382,0.280412,0.265476,-0.169422,0.276673,0.210766,-0.154354,0.283126,0.149204,-0.170631,0.285885,0.086063,-0.219172,0.276428,0.028142,-0.220008,0.224128,0.388501,-0.173233,0.219302,0.325871,-0.169823,0.216386,0.26727,-0.177089,0.217612,0.206911,-0.160545,0.221598,0.145154,-0.165427,0.230877,0.076422,-0.221135,0.231714,0.021242
-0.310986,0.629686,0.053638,-0.339175,0.610543,0.105329,-0.372513,0.594792,0.150906,-0.381592,0.587874,0.20322,-0.381944,0.594064,0.262707,-0.363321,0.608338,0.310102,-0.349424,0.628623,0.360232,-0.351002,0.586232,0.060773,-0.376575,0.557244,0.1333,-0.394281,0.541443,0.203342,-0.391163,0.558154,0.282814,-0.385609,0.579531,0.351962,-0.38022,0.514425,0.092288,-0.399798,0.514415,0.325114,-0.32934,0.434136,0.061816,-0.400816,0.43959,0.119959,-0.395616,0.451246,0.205063,-0.410815,0.43826,0.283998,-0.352276,0.434801,0.351581,-0.318622,0.406171,0.064013,-0.385305,0.413381,0.114577,-0.39673,0.428794,0.206121,-0.395804,0.412676,0.294154,-0.34116,0.408627,0.350826,-0.386327,0.379612,0.136401,-0.396232,0.411142,0.207941,-0.391975,0.378023,0.279892,-0.341924,0.34757,0.088154,-0.389366,0.336023,0.139707,-0.39271,0.35875,0.2087,-0.392944,0.33511,0.271408,-0.3529,0.343819,0.324541,-0.288887,0.295005,0.054749,-0.374287,0.29978,0.105482,-0.400102,0.292556,0.206874,-0.375961,0.29515,0.311327,-0.30126,0.285449,0.362249,-0.292608,0.246352,0.037942,-0.386799,0.246299,0.094352,-0.419852,0.266458,0.201379,-0.38668,0.238452,0.317645,-0.309123,0.238683,0.372156,-0.288659,0.618488,0.397014,-0.258264,0.64962,0.311516,-0.247055,0.663705,0.217898,-0.231116,0.643299,0.104094,-0.244531,0.615627,0.030201,-0.248185,0.549969,0.396208,-0.208845,0.576734,0.306238,-0.208519,0.580219,0.219615,-0.182554,0.572696,0.119881,-0.205814,0.55243,0.035546,-0.203885,0.525595,0.346845,-0.173357,0.528112,0.094963,-0.254043,0.444808,0.390695,-0.203022,0.467083,0.346801,-0.179071,0.482907,0.287259,-0.178702,0.489517,0.223296,-0.162307,0.486027,0.153069,-0.181579,0.465875,0.08341,-0.241548,0.435824,0.02848,-0.250217,0.411879,0.382679,-0.19528,0.433446,0.338543,-0.173982,0.447477,0.282563,-0.171545,0.452722,0.222744,-0.159866,0.447878,0.154404,-0.17914,0.430454,0.088853,-0.240143,0.400633,0.040469,-0.228077,0.343763,0.368849,-0.187869,0.352248,0.321587,-0.166637,0.363692,0.272941,-0.165581,0.360191,0.216845,-0.157967,0.367534,0.156145,-0.178567,0.357874,0.101094,-0.224469,0.34141,0.049253,-0.212774,0.272402,0.382663,-0.171655,0.275118,0.32476,-0.15848,0.280585,0.267033,-0.167734,0.276953,0.213059,-0.152648,0.28387,0.151866,-0.167283,0.286971,0.089534,-0.215476,0.280304,0.033743,-0.21642,0.224112,0.388539,-0.17168,0.217981,0.325833,-0.168953,0.215789,0.268522,-0.176537,0.217988,0.208845,-0.159775,0.221931,0.147719,-0.163856,0.231717,0.080114,-0.21909,0.235891,0.026051
-0.274989,0.646881,0.047754,-0.309046,0.638334,0.098907,-0.342743,0.62625,0.144949,-0.35373,0.620226,0.197105,-0.354535,0.630092,0.255632,-0.334262,0.641264,0.30334,-0.314255,0.650981,0.354945,-0.320559,0.610676,0.055175,-0.358905,0.592913,0.125412,-0.375469,0.578405,0.197035,-0.37618,0.598357,0.276502,-0.363586,0.613944,0.345248,-0.369661,0.550338,0.081235,-0.392798,0.552647,0.320492,-0.318543,0.465691,0.051657,-0.388591,0.476291,0.11304,-0.385749,0.487903,0.199009,-0.404495,0.477714,0.277582,-0.351748,0.468495,0.351483,-0.309571,0.435254,0.055942,-0.374785,0.449056,0.107093,-0.384546,0.463997,0.200138,-0.39131,0.450531,0.288816,-0.341767,0.440819,0.350261,-0.383189,0.406699,0.13039,-0.386314,0.44569,0.202028,-0.394356,0.406092,0.27383,-0.341803,0.360631,0.082669,-0.398319,0.348637,0.133115,-0.404033,0.37972,0.202179,-0.406314,0.349869,0.266007,-0.360359,0.358745,0.321795,-0.285629,0.292529,0.050738,-0.381216,0.295739,0.100283,-0.419912,0.293765,0.201487,-0.387944,0.295861,0.30942,-0.304803,0.285766,0.36487,-0.288004,0.239616,0.03766,-0.384613,0.233565,0.093854,-0.431826,0.243408,0.195193,-0.390385,0.233267,0.317465,-0.309829,0.236292,0.374228,-0.257723,0.633138,0.395573,-0.213322,0.650789,0.312317,-0.195857,0.657005,0.215379,-0.186699,0.649092,0.098537,-0.210731,0.62622,0.023831,-0.227367,0.55883,0.400887,-0.178275,0.569046,0.312994,-0.169637,0.567594,0.221348,-0.14706,0.568377,0.113666,-0.178256,0.559709,0.031473,-0.186928,0.52164,0.354216,-0.148012,0.524438,0.089381,-0.251749,0.455684,0.400622,-0.192227,0.465575,0.355985,-0.160361,0.473079,0.294865,-0.151746,0.475936,0.225679,-0.140111,0.476043,0.147953,-0.162583,0.465532,0.076412,-0.228343,0.450949,0.020545,-0.251925,0.423192,0.390425,-0.187355,0.431877,0.34829,-0.157162,0.438454,0.290683,-0.148848,0.439797,0.225237,-0.138929,0.438407,0.150303,-0.162601,0.429946,0.080883,-0.230324,0.416156,0.031973,-0.230717,0.346908,0.372266,-0.184736,0.347757,0.326953,-0.152974,0.354451,0.279618,-0.150808,0.349668,0.219886,-0.142111,0.357692,0.154676,-0.169445,0.35463,0.097689,-0.217601,0.343528,0.045603,-0.2139,0.272519,0.386314,-0.169196,0.270641,0.330676,-0.152583,0.272038,0.272333,-0.157665,0.268518,0.216378,-0.14302,0.27509,0.153402,-0.161077,0.281969,0.090853,-0.209202,0.277374,0.034155,-0.215554,0.222288,0.393402,-0.167481,0.213994,0.331842,-0.163441,0.209907,0.272893,-0.169054,0.211177,0.211994,-0.152229,0.215465,0.149695,-0.157544,0.226999,0.080829,-0.213958,0.232558,0.026802
-0.304318,0.640156,0.039175,-0.339367,0.629259,0.089387,-0.374812,0.616264,0.134419,-0.385864,0.610315,0.186396,-0.388247,0.621867,0.244593,-0.368311,0.636023,0.292481,-0.347273,0.650768,0.342721,-0.347857,0.601446,0.045563,-0.387416,0.581033,0.115033,-0.404481,0.566594,0.18689,-0.406563,0.589164,0.266243,-0.393413,0.607913,0.335303,-0.392033,0.536869,0.071307,-0.418294,0.543705,0.311681,-0.335475,0.455455,0.044542,-0.408215,0.460985,0.104361,-0.407648,0.47443,0.190276,-0.426948,0.464699,0.269414,-0.373404,0.462949,0.34391,-0.325228,0.425592,0.049234,-0.392233,0.434628,0.099629,-0.405087,0.451251,0.192024,-0.411154,0.43908,0.281172,-0.361389,0.435997,0.34326,-0.400583,0.394473,0.122967,-0.407264,0.433728,0.19432,-0.411621,0.396368,0.267705,-0.354879,0.351384,0.076753,-0.414415,0.336612,0.12652,-0.423635,0.368191,0.196136,-0.422975,0.340739,0.261995,-0.374408,0.353623,0.316476,-0.293651,0.288812,0.045779,-0.392057,0.285505,0.094876,-0.43223,0.282931,0.197717,-0.400082,0.29023,0.307251,-0.31461,0.286548,0.36304,-0.292093,0.234457,0.036262,-0.387303,0.223002,0.093082,-0.436666,0.231721,0.193216,-0.396209,0.22785,0.315274,-0.316611,0.236974,0.373579,-0.289443,0.637862,0.383079,-0.249363,0.655987,0.299816,-0.234096,0.66152,0.205329,-0.218123,0.651189,0.091609,-0.235743,0.625902,0.017498,-0.252273,0.565593,0.390324,-0.207768,0.576841,0.30275,-0.200181,0.574901,0.213403,-0.172515,0.573439,0.109322,-0.199091,0.560868,0.027339,-0.212349,0.52953,0.345687,-0.168992,0.528988,0.085442,-0.273369,0.459378,0.393813,-0.214355,0.473332,0.348909,-0.182924,0.482801,0.288595,-0.174628,0.485435,0.219957,-0.160422,0.483568,0.143952,-0.180578,0.468955,0.072781,-0.243386,0.448884,0.016163,-0.271044,0.426907,0.384334,-0.206989,0.440234,0.342363,-0.177267,0.448618,0.28521,-0.1685,0.449769,0.220233,-0.157106,0.446549,0.146337,-0.178521,0.433848,0.077277,-0.243884,0.413183,0.027471,-0.243776,0.352789,0.367982,-0.196546,0.356716,0.32354,-0.165789,0.365218,0.276161,-0.162795,0.359326,0.216761,-0.154431,0.366257,0.151787,-0.180733,0.359075,0.094876,-0.227158,0.342855,0.042127,-0.222532,0.278689,0.384437,-0.177348,0.278915,0.328921,-0.160219,0.281134,0.270835,-0.164487,0.276296,0.215038,-0.149914,0.282542,0.152125,-0.167736,0.286607,0.089095,-0.215282,0.277843,0.031154,-0.221269,0.227396,0.392456,-0.172996,0.22075,0.331161,-0.168461,0.216739,0.27247,-0.173294,0.217172,0.211555,-0.156229,0.221016,0.149293,-0.161691,0.230907,0.080281,-0.217767,0.232861,0.025415
-0.313586,0.652998,0.056947,-0.346436,0.646792,0.106896,-0.38375,0.637279,0.148783,-0.39789,0.629936,0.197545,-0.39481,0.639275,0.254769,-0.372349,0.648788,0.299478,-0.351434,0.66009,0.349337,-0.354724,0.618263,0.062633,-0.395273,0.60131,0.128562,-0.415221,0.586288,0.198223,-0.410853,0.605361,0.276976,-0.397573,0.621637,0.343174,-0.400995,0.556567,0.084299,-0.423338,0.558445,0.321363,-0.344703,0.470978,0.05733,-0.417929,0.481032,0.116128,-0.413853,0.494834,0.201913,-0.431799,0.483245,0.279545,-0.377001,0.474687,0.349596,-0.334797,0.441418,0.061755,-0.402681,0.453888,0.111404,-0.410919,0.471782,0.2033,-0.417446,0.456388,0.290693,-0.365611,0.447685,0.34868,-0.404922,0.416227,0.136378,-0.41009,0.454403,0.205765,-0.413677,0.416294,0.27656,-0.362631,0.371957,0.08846,-0.411758,0.358854,0.141863,-0.419345,0.391793,0.207907,-0.421393,0.359849,0.269904,-0.380033,0.369603,0.325334,-0.30043,0.305204,0.059878,-0.389385,0.307584,0.111959,-0.425365,0.302983,0.208343,-0.3967,0.306067,0.311773,-0.316143,0.299438,0.364707,-0.298031,0.253837,0.049669,-0.392361,0.247157,0.104138,-0.432942,0.25487,0.204453,-0.393855,0.245816,0.324198,-0.316046,0.253085,0.375051,-0.296528,0.646311,0.390129,-0.255774,0.669866,0.307675,-0.243145,0.676957,0.212262,-0.23054,0.667334,0.100758,-0.251221,0.640304,0.03103,-0.256302,0.578717,0.396514,-0.212515,0.591097,0.309902,-0.209565,0.589746,0.220067,-0.179742,0.591445,0.117336,-0.209929,0.580097,0.037347,-0.214785,0.542949,0.352528,-0.177682,0.545732,0.09376,-0.275637,0.47122,0.395528,-0.219224,0.486426,0.352799,-0.189192,0.496773,0.292897,-0.185072,0.499105,0.225488,-0.168319,0.498489,0.152286,-0.190747,0.483471,0.083055,-0.253735,0.462485,0.026084,-0.27498,0.439872,0.3872,-0.21351,0.453699,0.345095,-0.185798,0.462491,0.288842,-0.179258,0.462679,0.225398,-0.168325,0.46081,0.153977,-0.189978,0.448148,0.086974,-0.255492,0.42835,0.037811,-0.25042,0.366425,0.374888,-0.205533,0.371762,0.329346,-0.176647,0.379933,0.281385,-0.173917,0.372524,0.222272,-0.166518,0.38003,0.157431,-0.192798,0.37274,0.101486,-0.239167,0.359,0.048294,-0.227096,0.291619,0.388404,-0.183368,0.294155,0.334058,-0.168421,0.297699,0.276623,-0.172755,0.291513,0.221325,-0.157731,0.298623,0.158602,-0.176817,0.301376,0.096545,-0.224711,0.291084,0.04176,-0.222722,0.237211,0.397028,-0.176264,0.232357,0.336047,-0.172027,0.229953,0.278416,-0.178232,0.230603,0.21812,-0.161153,0.234418,0.156093,-0.168697,0.243779,0.088192,-0.225403,0.246115,0.035967
-0.314246,0.638585,0.059386,-0.343682,0.624364,0.109459,-0.378318,0.611038,0.151845,-0.389315,0.603312,0.200845,-0.387561,0.613789,0.257287,-0.364805,0.627213,0.301694,-0.348107,0.64619,0.350767,-0.351364,0.598352,0.065252,-0.3836,0.573144,0.13354,-0.400346,0.55681,0.202638,-0.397517,0.57859,0.280309,-0.390176,0.601865,0.344982,-0.386941,0.528086,0.0912,-0.406571,0.533506,0.324668,-0.326818,0.445221,0.067462,-0.400966,0.451086,0.121606,-0.399968,0.463749,0.207074,-0.412822,0.454237,0.286049,-0.355869,0.452536,0.351787,-0.316225,0.416018,0.070027,-0.385557,0.423529,0.116993,-0.400885,0.439885,0.208544,-0.39772,0.427475,0.296951,-0.343124,0.425746,0.351989,-0.385569,0.38675,0.141228,-0.400097,0.421003,0.210991,-0.3926,0.388153,0.284159,-0.338241,0.354627,0.094804,-0.385089,0.34085,0.146519,-0.391533,0.363594,0.214456,-0.389597,0.342228,0.278608,-0.349956,0.355572,0.330303,-0.284148,0.302352,0.060462,-0.368389,0.30671,0.114454,-0.390338,0.296673,0.216819,-0.36803,0.304882,0.320385,-0.295097,0.295652,0.370821,-0.289768,0.251363,0.047335,-0.382431,0.25302,0.107343,-0.408926,0.27495,0.214932,-0.379993,0.249158,0.330016,-0.303709,0.248052,0.382842,-0.291571,0.636606,0.389697,-0.261738,0.665038,0.306656,-0.249876,0.673766,0.212934,-0.237085,0.657239,0.102487,-0.250364,0.627798,0.03363,-0.24921,0.571351,0.39474,-0.209349,0.590813,0.306959,-0.21095,0.590361,0.219672,-0.180477,0.587519,0.11974,-0.208274,0.56871,0.039804,-0.204177,0.541769,0.350037,-0.172564,0.541418,0.096716,-0.256297,0.464234,0.393628,-0.204224,0.483202,0.350439,-0.179474,0.497162,0.290281,-0.179582,0.501269,0.225673,-0.160113,0.498204,0.156492,-0.181677,0.478214,0.088328,-0.24068,0.448163,0.03337,-0.251909,0.430447,0.387637,-0.196701,0.44997,0.342881,-0.174647,0.462584,0.286082,-0.171949,0.464249,0.226016,-0.158921,0.460092,0.158592,-0.177784,0.44251,0.093349,-0.238159,0.410962,0.045391,-0.22562,0.359114,0.376479,-0.185573,0.367252,0.329269,-0.165264,0.377087,0.27912,-0.164327,0.371141,0.222925,-0.156654,0.377178,0.161897,-0.174642,0.367328,0.106217,-0.219855,0.350997,0.05323,-0.208535,0.281857,0.38998,-0.170271,0.287274,0.331771,-0.157345,0.293235,0.275483,-0.165207,0.287404,0.221801,-0.150168,0.293481,0.160546,-0.163282,0.29467,0.097756,-0.210613,0.285314,0.04066,-0.212237,0.229653,0.396248,-0.170121,0.225651,0.33338,-0.167552,0.224773,0.277406,-0.173721,0.226463,0.218178,-0.157472,0.229537,0.156771,-0.162093,0.238116,0.089619,-0.217446,0.242036,0.035742
-0.303553,0.628376,0.042451,-0.33315,0.611715,0.094133,-0.367575,0.59724,0.139038,-0.378911,0.59191,0.191049,-0.379872,0.60001,0.249638,-0.361717,0.614808,0.296757,-0.347637,0.633757,0.346708,-0.342083,0.584713,0.050092,-0.373863,0.559781,0.121291,-0.394558,0.546554,0.191127,-0.392629,0.564941,0.270483,-0.38792,0.587103,0.338653,-0.377361,0.51605,0.078566,-0.404553,0.52058,0.313547,-0.322111,0.434512,0.049099,-0.396949,0.442011,0.107341,-0.395626,0.456133,0.192799,-0.413787,0.443207,0.271091,-0.361341,0.43862,0.343505,-0.310802,0.406539,0.053658,-0.380847,0.415941,0.102453,-0.395007,0.433045,0.193844,-0.399895,0.417449,0.282237,-0.348741,0.412531,0.34304,-0.383715,0.381766,0.124779,-0.39305,0.415075,0.195746,-0.397444,0.382098,0.268573,-0.336599,0.344009,0.079049,-0.390175,0.33633,0.128086,-0.390211,0.362613,0.196903,-0.401788,0.338586,0.261677,-0.359167,0.345031,0.316999,-0.281266,0.288164,0.045817,-0.374254,0.292687,0.095963,-0.408866,0.294706,0.197147,-0.38348,0.296305,0.306093,-0.304744,0.287903,0.364543,-0.284972,0.234152,0.036854,-0.381448,0.232785,0.09299,-0.427064,0.257172,0.193136,-0.390288,0.238815,0.315267,-0.310551,0.24029,0.373427,-0.290254,0.621358,0.387165,-0.253617,0.647704,0.30304,-0.23968,0.662087,0.208628,-0.222773,0.645151,0.095804,-0.235823,0.61751,0.021241,-0.251826,0.550722,0.391076,-0.209204,0.573889,0.301654,-0.203495,0.578646,0.215007,-0.172106,0.573047,0.114749,-0.200288,0.554027,0.031976,-0.209613,0.522924,0.34258,-0.165461,0.527723,0.091238,-0.262117,0.445065,0.389416,-0.208269,0.466319,0.343704,-0.181285,0.48192,0.284964,-0.174088,0.489456,0.220199,-0.156738,0.484551,0.14999,-0.17225,0.46556,0.079561,-0.230327,0.437505,0.0226,-0.25698,0.411292,0.379735,-0.200055,0.433916,0.336229,-0.174135,0.448499,0.281519,-0.166664,0.453607,0.220009,-0.153172,0.447306,0.151148,-0.169218,0.429769,0.084802,-0.228672,0.400479,0.034247,-0.230612,0.34808,0.366436,-0.186702,0.355253,0.320641,-0.161558,0.366985,0.272161,-0.159735,0.362174,0.216115,-0.148965,0.366994,0.155573,-0.168526,0.35503,0.099516,-0.212219,0.336404,0.04615,-0.214068,0.277907,0.384528,-0.17133,0.27865,0.32723,-0.157435,0.281793,0.269583,-0.161992,0.276749,0.215499,-0.145935,0.281319,0.154431,-0.159116,0.283085,0.091121,-0.204929,0.274258,0.031511,-0.217274,0.22775,0.392518,-0.170133,0.220006,0.330797,-0.167146,0.216451,0.272642,-0.171942,0.216673,0.212515,-0.153636,0.218903,0.151039,-0.156657,0.227302,0.082134,-0.211798,0.230583,0.026397
-0.291145,0.642492,0.042373,-0.325404,0.633668,0.093423,-0.360388,0.621775,0.139114,-0.371476,0.615951,0.191386,-0.372795,0.626499,0.249988,-0.353909,0.639105,0.296637,-0.331801,0.650404,0.348479,-0.335809,0.605153,0.049904,-0.374759,0.587154,0.119941,-0.391417,0.572983,0.191756,-0.392493,0.594119,0.271202,-0.379506,0.611297,0.34006,-0.382672,0.543474,0.076091,-0.406644,0.548512,0.315969,-0.328432,0.459844,0.048257,-0.399858,0.46881,0.108921,-0.397726,0.48149,0.194793,-0.416333,0.471878,0.27352,-0.363309,0.465724,0.347452,-0.319071,0.429663,0.052842,-0.385155,0.441654,0.103564,-0.395739,0.457617,0.19628,-0.402242,0.445035,0.285058,-0.352354,0.438305,0.346622,-0.39234,0.399763,0.127302,-0.396974,0.439295,0.198382,-0.403444,0.400558,0.270709,-0.349058,0.355024,0.08018,-0.405735,0.341827,0.1305,-0.412674,0.373131,0.199469,-0.413596,0.344518,0.263897,-0.36772,0.355607,0.319264,-0.290385,0.290375,0.048514,-0.386736,0.289948,0.097981,-0.425327,0.287945,0.199923,-0.393127,0.292569,0.308131,-0.309382,0.28589,0.363235,-0.290445,0.236989,0.036535,-0.385836,0.227431,0.093781,-0.433985,0.237204,0.194502,-0.39264,0.230029,0.316224,-0.312901,0.236459,0.373818,-0.274043,0.63489,0.388862,-0.231254,0.65347,0.305686,-0.215366,0.659041,0.209557,-0.20365,0.649377,0.093864,-0.224846,0.624412,0.019721,-0.240134,0.561732,0.394799,-0.193278,0.573121,0.306888,-0.186111,0.571461,0.216509,-0.161392,0.570218,0.110441,-0.189913,0.559048,0.02886,-0.199572,0.525714,0.349111,-0.159673,0.526151,0.086863,-0.262719,0.457796,0.396629,-0.202954,0.46988,0.351183,-0.172445,0.4782,0.290911,-0.164434,0.481054,0.222123,-0.15137,0.479777,0.145451,-0.173022,0.466798,0.074288,-0.237251,0.449169,0.018326,-0.261763,0.424997,0.386925,-0.197537,0.436293,0.344674,-0.168004,0.443935,0.287352,-0.159834,0.445175,0.222176,-0.14932,0.442598,0.147811,-0.171914,0.431295,0.078773,-0.238809,0.413896,0.029653,-0.237745,0.349531,0.369968,-0.191494,0.352102,0.324803,-0.160167,0.360124,0.277474,-0.157719,0.354906,0.217938,-0.149391,0.362429,0.152864,-0.176351,0.3568,0.096032,-0.223799,0.342654,0.044018,-0.218307,0.275583,0.384599,-0.173657,0.274774,0.329135,-0.156879,0.276732,0.271066,-0.161675,0.272671,0.215283,-0.147139,0.279163,0.152431,-0.165403,0.284484,0.089891,-0.213142,0.277846,0.032796,-0.218163,0.224815,0.392391,-0.170305,0.217366,0.330883,-0.166091,0.213355,0.27215,-0.171597,0.214256,0.211324,-0.15478,0.218378,0.149114,-0.160138,0.229181,0.080285,-0.216184,0.232866,0.02585
